age,height_cm,weight_kgs,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),primary_position,body_type_clean,continent,pace_index,shooting_index,passing_index,dribbling_index,defending_index,physical_index,growth,position_group
35,182.88,79.8,66,66,150000.0,1000.0,Right,1,3,1,GK,Normal,Europe,35.0,12.0,18.0,37.166666666666664,13.2,40.75,0,Goalkeeper
21,154.94,69.9,70,77,2500000.0,11000.0,Right,1,3,3,CM,Lean,Europe,57.5,57.5,69.33333333333333,69.0,54.0,53.75,7,Midfielder
32,175.26,73.9,70,70,975000.0,3000.0,Right,1,3,2,RB,Stocky,Europe,70.5,45.833333333333336,50.166666666666664,68.83333333333333,67.4,74.5,0,Defender
24,175.26,68.0,62,67,400000.0,4000.0,Right,1,3,2,CAM,Normal,Europe,63.5,54.833333333333336,64.83333333333333,62.166666666666664,47.6,48.25,5,Midfielder
28,182.88,72.1,73,73,3200000.0,18000.0,Right,1,3,2,RB,Lean,Africa,79.0,46.166666666666664,61.0,67.16666666666667,68.8,73.25,0,Defender
19,182.88,84.8,60,79,375000.0,1000.0,Right,1,3,2,CB,Normal,Africa,52.5,34.666666666666664,39.666666666666664,48.833333333333336,58.0,63.75,19,Defender
26,175.26,72.1,68,69,1100000.0,8000.0,Right,1,2,3,RM,Normal,Africa,87.0,61.0,56.166666666666664,69.66666666666667,31.8,63.75,1,Midfielder
23,175.26,69.9,63,71,550000.0,5000.0,Right,1,3,3,RM,Lean,Africa,82.0,50.166666666666664,58.333333333333336,64.66666666666667,39.6,56.75,8,Midfielder
29,185.42,74.8,66,66,650000.0,3000.0,Right,1,3,3,RM,Lean,Europe,54.5,64.0,64.0,64.16666666666667,52.4,71.0,0,Midfielder
33,154.94,73.9,68,68,525000.0,4000.0,Right,1,3,2,CB,Normal,Europe,59.0,40.0,42.833333333333336,61.833333333333336,66.0,70.5,0,Defender
25,152.4,72.1,69,74,1400000.0,2000.0,Right,1,2,2,CM,Lean,Europe,67.5,52.5,63.5,67.0,58.2,69.75,5,Midfielder
23,193.04,88.0,73,78,4500000.0,14000.0,Left,1,2,2,CB,Lean,South America,45.0,33.0,39.833333333333336,52.5,74.0,68.0,5,Defender
32,175.26,74.8,64,64,400000.0,2000.0,Right,1,3,3,LM,Normal,Europe,80.5,53.5,54.833333333333336,66.33333333333333,35.6,60.25,0,Midfielder
22,182.88,83.9,67,78,1300000.0,12000.0,Right,1,3,3,ST,Normal,South America,71.0,65.16666666666667,42.666666666666664,63.5,26.6,54.25,11,Attacker
30,154.94,78.0,69,69,975000.0,18000.0,Left,1,3,3,CM,Normal,Europe,83.5,64.33333333333333,66.66666666666667,73.0,63.2,75.0,0,Midfielder
19,152.4,64.9,52,64,80000.0,1000.0,Right,1,2,2,ST,Lean,Europe,70.5,49.0,35.5,60.166666666666664,19.6,45.0,12,Attacker
20,187.96,74.8,69,81,1900000.0,11000.0,Right,1,3,4,RM,Lean,Europe,70.0,58.333333333333336,61.166666666666664,69.0,53.2,60.25,12,Midfielder
22,185.42,76.2,58,68,180000.0,2000.0,Right,1,3,2,RB,Lean,Europe,65.5,43.666666666666664,50.0,51.333333333333336,52.6,64.25,10,Defender
29,185.42,83.9,76,76,8000000.0,55000.0,Right,1,4,3,ST,Normal,Europe,62.0,75.5,64.33333333333333,74.0,49.4,81.0,0,Attacker
18,187.96,78.0,59,75,325000.0,1000.0,Left,1,3,2,ST,Lean,Europe,77.0,57.166666666666664,58.0,58.333333333333336,29.0,47.5,16,Attacker
29,152.4,73.0,73,73,3900000.0,16000.0,Right,1,3,3,CAM,Normal,Africa,71.5,67.66666666666667,74.16666666666667,71.83333333333333,43.2,67.25,0,Midfielder
18,172.72,66.2,61,77,500000.0,2000.0,Left,1,3,2,RW,Normal,South America,76.5,50.333333333333336,49.666666666666664,63.5,31.0,47.5,16,Attacker
23,182.88,69.9,75,80,7500000.0,42000.0,Left,1,2,3,LB,Lean,Europe,81.0,38.166666666666664,58.5,75.0,70.0,69.25,5,Defender
28,182.88,78.0,68,68,750000.0,5000.0,Right,1,3,2,RB,Normal,South America,74.0,51.5,50.666666666666664,60.666666666666664,66.0,70.5,0,Defender
26,154.94,77.1,60,64,230000.0,1000.0,Left,1,4,2,CB,Normal,Europe,48.0,37.333333333333336,44.166666666666664,55.0,57.6,67.0,4,Defender
21,152.4,74.8,65,73,675000.0,1000.0,Right,1,3,2,RB,Normal,Europe,71.5,37.333333333333336,48.166666666666664,62.166666666666664,62.2,72.25,8,Defender
37,187.96,87.1,83,83,3500000.0,86000.0,Right,3,3,2,CB,Normal,Europe,67.5,39.5,51.833333333333336,68.5,84.4,70.75,0,Defender
24,190.5,86.2,77,84,12500000.0,24000.0,Left,1,3,4,CM,Lean,Europe,67.0,71.83333333333333,72.33333333333333,72.0,55.4,67.75,7,Midfielder
20,187.96,69.9,57,70,160000.0,1000.0,Right,1,3,1,GK,Lean,Europe,55.5,17.666666666666668,20.833333333333332,43.5,19.4,47.75,13,Goalkeeper
21,172.72,72.1,68,76,1300000.0,3000.0,Right,1,4,3,CAM,Normal,Africa,69.5,60.333333333333336,66.83333333333333,67.16666666666667,49.4,60.25,8,Midfielder
19,190.5,74.8,69,86,2000000.0,9000.0,Left,1,3,2,CB,Lean,Europe,53.5,37.5,40.166666666666664,49.333333333333336,70.8,64.75,17,Defender
40,152.4,73.9,70,70,120000.0,5000.0,Right,1,3,3,CDM,Lean,South America,51.5,65.0,60.833333333333336,64.83333333333333,67.8,72.25,0,Midfielder
17,175.26,64.0,53,72,120000.0,1000.0,Right,1,3,2,CM,Lean,Europe,68.5,44.666666666666664,49.666666666666664,58.833333333333336,45.4,53.0,19,Midfielder
27,185.42,78.9,65,66,525000.0,4000.0,Left,1,3,2,LB,Normal,Europe,62.5,42.666666666666664,55.0,57.166666666666664,63.6,69.0,1,Defender
32,152.4,74.8,73,73,3500000.0,9000.0,Right,2,4,3,CAM,Normal,Europe,67.0,65.83333333333333,70.5,74.0,36.4,52.75,0,Midfielder
23,193.04,84.8,55,64,140000.0,1000.0,Right,1,3,2,RM,Lean,Europe,79.5,48.166666666666664,47.833333333333336,50.333333333333336,33.0,50.25,9,Midfielder
20,198.12,73.0,64,73,525000.0,2000.0,Right,1,2,1,GK,Lean,Europe,21.0,14.0,19.833333333333332,27.333333333333332,13.0,35.75,9,Goalkeeper
31,154.94,78.9,74,74,3700000.0,26000.0,Right,2,3,3,RB,Normal,Europe,69.0,46.0,68.66666666666667,72.16666666666667,74.0,69.5,0,Defender
31,152.4,73.0,74,74,4800000.0,8000.0,Right,2,4,3,CM,Normal,North America,66.5,66.5,66.0,73.33333333333333,65.8,77.0,0,Midfielder
24,152.4,74.8,68,74,1200000.0,6000.0,Left,1,2,3,LM,Normal,Europe,75.5,52.166666666666664,66.66666666666667,67.66666666666667,57.8,63.0,6,Midfielder
31,198.12,83.0,78,78,6500000.0,47000.0,Right,3,2,1,GK,Lean,Europe,55.0,20.333333333333332,23.0,44.333333333333336,14.8,49.0,0,Goalkeeper
28,170.18,63.0,73,73,3300000.0,12000.0,Left,1,4,3,LB,Normal,Oceania,81.5,61.0,66.0,74.33333333333333,66.6,71.5,0,Defender
24,154.94,77.1,68,74,1000000.0,13000.0,Left,1,3,3,LB,Normal,Europe,82.5,48.833333333333336,51.666666666666664,67.33333333333333,61.4,69.25,6,Defender
17,190.5,87.1,54,76,130000.0,1000.0,Right,1,5,2,CB,Stocky,Europe,71.0,27.333333333333332,31.666666666666668,39.833333333333336,50.0,64.25,22,Defender
25,154.94,72.1,82,87,30000000.0,58000.0,Right,3,5,3,ST,Normal,Europe,78.5,79.66666666666667,55.5,76.33333333333333,45.0,83.25,5,Attacker
17,182.88,69.9,55,69,160000.0,1000.0,Right,1,2,2,CB,Normal,Europe,64.0,27.5,38.833333333333336,45.833333333333336,55.6,54.5,14,Defender
27,172.72,66.2,72,73,3600000.0,4000.0,Right,1,2,4,CM,Lean,Africa,77.5,64.33333333333333,67.0,79.66666666666667,46.0,62.25,1,Midfielder
20,154.94,71.2,65,76,925000.0,3000.0,Right,1,4,3,CAM,Lean,Europe,73.0,59.5,61.5,68.5,30.2,54.25,11,Midfielder
24,152.4,69.9,67,73,1000000.0,11000.0,Right,1,3,4,LM,Lean,Africa,77.5,63.0,64.0,68.16666666666667,42.0,63.75,6,Midfielder
27,170.18,64.0,70,70,1500000.0,2000.0,Left,1,3,3,LB,Normal,Europe,78.5,50.166666666666664,57.666666666666664,69.66666666666667,66.8,65.0,0,Defender
37,187.96,84.8,61,61,30000.0,1000.0,Right,1,2,2,CB,Normal,Europe,26.0,26.0,26.333333333333332,37.333333333333336,60.8,53.5,0,Defender
28,185.42,78.0,62,62,200000.0,1000.0,Right,1,2,1,GK,Normal,Europe,53.0,17.5,26.833333333333332,37.5,15.8,46.25,0,Goalkeeper
30,182.88,79.8,66,66,475000.0,2000.0,Right,1,2,2,CDM,Normal,South America,57.0,45.166666666666664,59.0,59.5,59.4,74.0,0,Midfielder
32,190.5,73.0,70,70,1200000.0,3000.0,Right,1,2,2,CB,Normal,Europe,61.0,36.166666666666664,41.833333333333336,50.333333333333336,69.0,74.5,0,Defender
19,152.4,73.9,64,75,750000.0,4000.0,Left,1,3,3,CAM,Normal,Europe,59.0,53.5,61.833333333333336,63.666666666666664,49.6,47.5,11,Midfielder
26,182.88,78.9,62,64,300000.0,1000.0,Right,1,3,2,CDM,Normal,Europe,69.0,51.5,48.5,57.166666666666664,58.0,72.5,2,Midfielder
22,185.42,76.2,74,80,8000000.0,1000.0,Right,1,3,3,ST,Normal,Europe,71.5,66.83333333333333,40.833333333333336,67.33333333333333,44.2,61.5,6,Attacker
22,182.88,73.9,59,68,240000.0,1000.0,Right,1,4,3,CF,Normal,Europe,80.0,57.666666666666664,52.666666666666664,61.333333333333336,24.6,61.0,9,Attacker
31,152.4,73.0,64,64,375000.0,1000.0,Right,1,2,3,CM,Normal,Europe,48.0,52.666666666666664,70.83333333333333,63.666666666666664,36.6,48.25,0,Midfielder
30,185.42,79.8,64,64,350000.0,2000.0,Right,1,3,3,RB,Lean,Europe,77.5,44.833333333333336,52.166666666666664,63.333333333333336,59.0,70.5,0,Defender
26,172.72,72.1,72,73,3600000.0,17000.0,Right,1,3,3,CM,Normal,Africa,74.0,56.666666666666664,59.5,72.16666666666667,68.0,78.75,1,Midfielder
41,193.04,88.9,74,74,375000.0,2000.0,Right,2,3,1,GK,Normal,South America,50.0,17.333333333333332,25.0,45.5,12.6,48.5,0,Goalkeeper
25,182.88,81.2,70,72,2200000.0,8000.0,Left,1,4,3,LM,Normal,Europe,68.5,58.0,72.16666666666667,68.66666666666667,67.2,74.0,2,Midfielder
30,187.96,84.8,74,74,4400000.0,18000.0,Left,1,3,2,CB,Normal,Europe,43.5,49.666666666666664,59.666666666666664,61.333333333333336,72.6,75.0,0,Defender
23,175.26,64.9,58,66,160000.0,1000.0,Right,1,3,2,LB,Lean,Europe,67.0,33.0,41.166666666666664,54.666666666666664,56.2,62.0,8,Defender
28,193.04,78.9,75,78,5500000.0,6000.0,Right,1,2,1,GK,Lean,North America,46.0,13.333333333333334,20.666666666666668,42.5,16.0,51.5,3,Goalkeeper
31,182.88,88.0,69,69,675000.0,10000.0,Left,1,3,1,GK,Normal,North America,55.5,15.833333333333334,18.166666666666668,44.0,13.0,48.25,0,Goalkeeper
22,182.88,78.0,72,78,3700000.0,13000.0,Right,1,3,3,CDM,Normal,Europe,56.5,54.833333333333336,62.666666666666664,66.5,70.2,72.0,6,Midfielder
24,185.42,78.9,64,69,500000.0,1000.0,Right,1,3,2,CB,Normal,Europe,65.0,34.5,45.833333333333336,52.5,63.2,66.25,5,Defender
26,182.88,69.9,67,70,925000.0,3000.0,Right,1,4,2,CM,Lean,Europe,63.0,65.0,69.66666666666667,68.0,48.0,62.25,3,Midfielder
23,154.94,69.9,70,76,2400000.0,9000.0,Right,1,2,3,CM,Normal,Europe,74.0,70.0,70.83333333333333,68.33333333333333,54.6,62.75,6,Midfielder
20,182.88,74.8,60,71,280000.0,1000.0,Right,1,2,1,GK,Lean,Europe,21.0,11.0,19.5,24.333333333333332,13.2,37.75,11,Goalkeeper
33,182.88,81.2,70,70,1000000.0,15000.0,Right,1,2,2,CDM,Normal,Europe,43.5,54.333333333333336,60.166666666666664,61.666666666666664,69.4,76.0,0,Midfielder
31,193.04,92.1,68,68,575000.0,24000.0,Right,1,3,1,GK,Normal,Europe,54.0,13.833333333333334,18.5,36.666666666666664,16.8,47.5,0,Goalkeeper
19,170.18,64.9,59,79,325000.0,1000.0,Right,1,3,2,CM,Normal,Europe,67.0,41.166666666666664,54.666666666666664,65.5,48.8,50.5,20,Midfielder
23,172.72,73.0,60,69,325000.0,2000.0,Right,1,3,2,CM,Normal,South America,64.5,46.333333333333336,55.166666666666664,64.33333333333333,60.0,59.25,9,Midfielder
23,182.88,77.1,70,75,2400000.0,6000.0,Right,1,5,3,RM,Normal,Europe,78.0,59.5,61.666666666666664,70.16666666666667,28.8,64.5,5,Midfielder
19,170.18,54.9,64,77,800000.0,2000.0,Right,1,4,3,CAM,Lean,Europe,64.0,56.166666666666664,64.16666666666667,65.16666666666667,45.6,49.75,13,Midfielder
21,152.4,69.9,56,69,160000.0,1000.0,Right,1,3,2,CDM,Normal,South America,64.5,45.833333333333336,45.5,55.0,52.2,57.75,13,Midfielder
23,152.4,72.1,62,67,350000.0,1000.0,Right,1,3,2,RB,Lean,Europe,70.5,42.5,51.0,61.333333333333336,59.0,56.5,5,Defender
18,175.26,74.8,55,65,130000.0,1000.0,Right,1,3,2,CM,Normal,Europe,66.0,42.833333333333336,48.333333333333336,58.666666666666664,45.8,58.5,10,Midfielder
32,172.72,64.9,69,69,925000.0,4000.0,Left,1,4,3,LM,Lean,Europe,75.5,62.833333333333336,69.66666666666667,71.5,36.2,51.5,0,Midfielder
24,190.5,88.0,68,74,900000.0,2000.0,Right,1,2,1,GK,Normal,North America,41.0,16.5,26.166666666666668,38.833333333333336,14.0,56.75,6,Goalkeeper
20,175.26,72.1,61,72,425000.0,4000.0,Right,1,3,2,CM,Stocky,Europe,60.0,52.0,59.5,62.333333333333336,51.4,53.0,11,Midfielder
24,152.4,74.8,64,67,475000.0,2000.0,Left,1,3,2,LB,Normal,Europe,65.5,47.5,52.833333333333336,60.5,59.6,66.75,3,Defender
19,182.88,73.9,61,72,375000.0,1000.0,Left,1,2,2,CB,Lean,Europe,56.5,34.833333333333336,41.5,51.0,59.2,64.25,11,Defender
39,193.04,87.1,75,75,450000.0,25000.0,Right,2,3,1,GK,Normal,Europe,38.0,16.333333333333332,23.833333333333332,40.666666666666664,18.2,52.75,0,Goalkeeper
27,152.4,69.9,65,67,550000.0,2000.0,Right,1,3,2,CDM,Normal,Europe,66.5,56.166666666666664,59.333333333333336,67.5,58.8,73.75,2,Midfielder
25,187.96,83.9,71,73,2800000.0,1000.0,Left,1,4,3,CM,Normal,Europe,62.5,67.0,70.0,67.83333333333333,64.0,68.5,2,Midfielder
31,187.96,88.0,70,70,1600000.0,10000.0,Right,1,4,3,ST,Normal,Africa,63.0,70.33333333333333,57.5,63.333333333333336,28.4,74.5,0,Attacker
30,175.26,76.2,69,69,800000.0,7000.0,Left,1,2,3,LB,Normal,Africa,69.5,30.0,56.5,70.16666666666667,64.6,66.5,0,Defender
24,170.18,72.1,70,76,2400000.0,8000.0,Left,1,3,3,RW,Normal,South America,85.0,61.0,59.666666666666664,71.83333333333333,53.0,70.25,6,Attacker
28,152.4,77.1,66,68,625000.0,4000.0,Left,1,2,2,CB,Normal,Europe,58.0,37.333333333333336,44.833333333333336,56.166666666666664,64.8,69.0,2,Defender
20,152.4,64.0,57,72,220000.0,3000.0,Right,1,3,3,RW,Lean,Europe,66.0,51.166666666666664,48.5,62.5,52.2,56.75,15,Attacker
23,152.4,66.2,62,68,425000.0,5000.0,Right,1,3,3,RM,Lean,Europe,76.0,53.0,48.666666666666664,62.333333333333336,28.4,55.0,6,Midfielder
24,185.42,78.9,74,78,6000000.0,13000.0,Right,1,2,2,CB,Stocky,Europe,60.0,49.5,53.333333333333336,60.166666666666664,73.0,76.0,4,Defender
27,187.96,73.9,72,74,2600000.0,3000.0,Left,1,3,1,GK,Lean,Europe,32.0,23.0,27.0,34.666666666666664,20.4,36.5,2,Goalkeeper
25,185.42,74.8,72,77,3500000.0,7000.0,Right,1,2,2,CB,Normal,North America,64.0,41.833333333333336,48.166666666666664,62.0,70.2,81.75,5,Defender
19,187.96,81.2,61,70,325000.0,1000.0,Right,1,2,2,CB,Lean,Europe,56.5,23.166666666666668,36.166666666666664,48.666666666666664,61.0,62.0,9,Defender
35,182.88,72.1,67,67,375000.0,4000.0,Left,1,3,3,CAM,Lean,Oceania,72.5,68.0,60.0,65.33333333333333,32.4,52.25,0,Midfielder
23,172.72,71.2,74,79,7500000.0,12000.0,Right,1,4,3,CM,Normal,Europe,75.0,71.16666666666667,61.166666666666664,71.66666666666667,70.8,85.75,5,Midfielder
34,154.94,81.2,67,67,300000.0,3000.0,Right,1,2,2,CB,Normal,Europe,42.5,31.333333333333332,37.5,58.166666666666664,66.2,62.75,0,Defender
35,154.94,69.9,64,64,220000.0,1000.0,Right,1,3,2,CM,Normal,Europe,43.0,50.0,58.5,65.33333333333333,60.8,62.0,0,Midfielder
23,195.58,88.0,66,75,750000.0,3000.0,Right,1,3,1,GK,Normal,Europe,41.0,17.0,16.666666666666668,30.333333333333332,15.0,48.5,9,Goalkeeper
27,190.5,74.8,70,70,1900000.0,3000.0,Left,2,4,3,ST,Lean,Europe,60.0,68.66666666666667,40.333333333333336,61.666666666666664,37.6,59.5,0,Attacker
19,190.5,79.8,60,74,400000.0,2000.0,Left,1,2,2,LB,Lean,Europe,59.0,35.5,39.666666666666664,51.5,60.4,66.0,14,Defender
23,175.26,64.9,64,72,675000.0,2000.0,Right,1,2,3,RW,Lean,Europe,75.0,57.333333333333336,54.0,66.0,33.8,45.0,8,Attacker
21,172.72,68.9,65,75,875000.0,1000.0,Right,1,3,3,CAM,Normal,Europe,74.5,58.5,60.5,69.0,46.0,57.75,10,Midfielder
21,170.18,62.1,55,65,140000.0,1000.0,Right,1,4,2,CM,Normal,North America,72.0,53.666666666666664,51.166666666666664,60.333333333333336,41.0,56.75,10,Midfielder
35,182.88,83.0,65,65,160000.0,3000.0,Left,1,3,2,CB,Normal,Europe,38.5,36.833333333333336,38.5,51.666666666666664,63.8,73.0,0,Defender
26,185.42,81.2,58,61,130000.0,2000.0,Right,1,3,2,RB,Stocky,Europe,54.0,42.166666666666664,55.0,54.0,56.6,66.5,3,Defender
19,175.26,67.1,50,64,60000.0,1000.0,Right,1,2,2,CM,Lean,Europe,60.5,42.166666666666664,43.833333333333336,56.0,46.6,55.0,14,Midfielder
18,187.96,78.0,53,68,110000.0,1000.0,Right,1,3,2,CB,Normal,Europe,63.5,26.166666666666668,31.833333333333332,47.666666666666664,49.6,57.5,15,Defender
30,175.26,74.8,73,73,3000000.0,12000.0,Left,1,3,3,LB,Normal,Europe,75.5,69.33333333333333,74.16666666666667,71.83333333333333,69.0,73.5,0,Defender
31,152.4,78.0,73,73,3800000.0,13000.0,Right,1,3,3,LM,Stocky,Europe,76.0,68.0,61.666666666666664,76.5,33.6,71.75,0,Midfielder
25,165.1,67.1,72,75,3900000.0,1000.0,Right,1,4,4,RM,Normal,Europe,87.0,62.833333333333336,57.166666666666664,75.83333333333333,45.2,66.25,3,Midfielder
26,172.72,67.1,62,64,375000.0,2000.0,Right,1,4,3,CM,Normal,Oceania,71.0,57.5,60.0,63.166666666666664,58.0,67.75,2,Midfielder
21,182.88,69.9,70,81,2700000.0,7000.0,Right,1,4,3,CB,Normal,Europe,69.5,48.833333333333336,62.0,65.5,69.6,69.0,11,Defender
33,187.96,87.1,71,71,1400000.0,8000.0,Left,1,3,2,CB,Stocky,South America,40.5,41.0,43.333333333333336,49.333333333333336,70.4,70.5,0,Defender
27,154.94,73.9,64,68,400000.0,1000.0,Right,1,2,1,GK,Lean,South America,49.0,18.333333333333332,15.5,38.5,17.0,41.0,4,Goalkeeper
26,182.88,72.1,65,70,525000.0,2000.0,Left,1,3,1,GK,Normal,Europe,48.5,16.166666666666668,13.333333333333334,39.833333333333336,13.8,35.0,5,Goalkeeper
22,185.42,74.8,71,79,3000000.0,15000.0,Right,1,3,2,CB,Lean,Europe,61.5,33.833333333333336,41.5,56.833333333333336,72.2,68.0,8,Defender
31,152.4,71.2,67,67,525000.0,5000.0,Right,1,3,2,CDM,Normal,South America,51.5,44.0,55.833333333333336,61.666666666666664,62.8,65.75,0,Midfielder
28,154.94,73.9,67,69,725000.0,2000.0,Right,1,3,2,CB,Normal,Asia,58.5,36.333333333333336,47.333333333333336,58.0,64.6,76.25,2,Defender
26,185.42,76.2,71,75,2500000.0,5000.0,Left,1,3,2,CB,Normal,South America,53.0,37.0,41.666666666666664,59.5,70.6,75.25,4,Defender
23,185.42,76.2,62,67,350000.0,1000.0,Right,1,2,2,CB,Normal,Oceania,59.0,30.166666666666668,42.166666666666664,53.666666666666664,59.0,69.75,5,Defender
21,195.58,83.9,60,69,280000.0,2000.0,Right,1,3,2,CB,Lean,Africa,67.0,26.5,33.833333333333336,47.833333333333336,56.2,68.25,9,Defender
29,175.26,68.0,69,69,1000000.0,3000.0,Right,1,3,2,CM,Normal,South America,55.5,47.833333333333336,61.333333333333336,65.83333333333333,61.2,75.75,0,Midfielder
24,187.96,82.1,64,70,525000.0,1000.0,Right,1,3,2,CB,Normal,Europe,49.0,16.666666666666668,25.166666666666668,49.666666666666664,65.6,59.75,6,Defender
24,170.18,73.0,57,61,140000.0,1000.0,Right,1,2,2,RM,Normal,Europe,77.0,58.5,49.666666666666664,60.0,26.8,54.5,4,Midfielder
20,175.26,73.9,67,77,1000000.0,1000.0,Right,1,2,2,CDM,Normal,Europe,71.5,50.166666666666664,55.666666666666664,63.666666666666664,62.8,70.0,10,Midfielder
32,154.94,69.9,80,80,13000000.0,69000.0,Right,3,4,4,RM,Normal,Europe,76.5,79.83333333333333,75.66666666666667,77.33333333333333,59.8,64.0,0,Midfielder
27,154.94,83.0,70,71,2100000.0,14000.0,Left,1,4,3,ST,Normal,South America,83.0,64.83333333333333,57.666666666666664,68.16666666666667,30.8,65.25,1,Attacker
19,187.96,73.9,58,73,260000.0,1000.0,Right,1,3,2,ST,Normal,Europe,60.0,54.333333333333336,36.0,51.666666666666664,26.4,58.0,15,Attacker
22,175.26,73.9,65,74,825000.0,3000.0,Right,1,2,3,CM,Normal,Europe,78.0,49.0,60.0,67.66666666666667,59.6,65.25,9,Midfielder
23,182.88,74.8,66,71,875000.0,8000.0,Right,1,3,2,ST,Lean,Europe,75.5,62.666666666666664,55.833333333333336,64.33333333333333,33.0,58.75,5,Attacker
28,185.42,83.0,71,71,1900000.0,4000.0,Right,1,2,2,CB,Normal,Europe,60.5,21.166666666666668,35.5,64.0,71.2,75.25,0,Defender
18,170.18,66.2,64,79,925000.0,1000.0,Right,1,4,3,LM,Normal,North America,71.5,60.166666666666664,62.666666666666664,70.5,36.2,53.5,15,Midfielder
27,154.94,78.0,78,78,11000000.0,14000.0,Right,2,4,4,RM,Normal,South America,86.0,73.33333333333333,69.66666666666667,78.33333333333333,36.0,66.25,0,Midfielder
30,193.04,78.9,76,76,7500000.0,75000.0,Left,2,3,2,ST,Normal,Europe,46.0,76.83333333333333,57.166666666666664,66.33333333333333,50.2,78.25,0,Attacker
22,172.72,72.1,59,66,220000.0,2000.0,Right,1,2,2,LM,Normal,South America,67.0,51.0,53.833333333333336,56.5,33.4,49.0,7,Midfielder
25,170.18,68.0,68,70,1100000.0,2000.0,Left,1,3,3,LM,Lean,South America,80.5,53.166666666666664,66.5,68.0,31.8,53.0,2,Midfielder
24,182.88,71.2,72,78,4300000.0,13000.0,Left,1,2,3,LM,Lean,South America,74.0,64.5,67.16666666666667,70.66666666666667,62.4,63.0,6,Midfielder
21,175.26,67.1,64,72,575000.0,2000.0,Right,1,4,3,RB,Lean,Europe,71.0,49.5,59.0,67.33333333333333,57.2,64.0,8,Defender
20,185.42,74.8,59,73,300000.0,4000.0,Right,1,3,2,CDM,Normal,Europe,62.0,35.166666666666664,54.0,59.166666666666664,53.8,61.25,14,Midfielder
31,154.94,78.0,72,72,2900000.0,17000.0,Left,2,3,4,RW,Normal,Europe,74.5,71.33333333333333,72.5,73.16666666666667,38.0,57.75,0,Attacker
22,193.04,91.2,72,80,4600000.0,21000.0,Right,1,3,3,ST,Normal,Europe,61.5,70.0,50.833333333333336,65.83333333333333,40.6,69.25,8,Attacker
21,154.94,68.0,61,73,400000.0,4000.0,Right,1,3,2,CDM,Lean,North America,52.5,46.666666666666664,55.0,60.0,58.8,54.75,12,Midfielder
27,175.26,68.9,68,71,925000.0,2000.0,Right,1,3,3,CDM,Normal,South America,63.0,49.333333333333336,53.0,63.5,67.2,72.5,3,Midfielder
20,170.18,64.0,59,70,270000.0,1000.0,Right,1,4,3,LM,Lean,Europe,74.5,42.5,45.833333333333336,68.66666666666667,28.4,52.25,11,Midfielder
38,152.4,71.2,63,63,120000.0,1000.0,Right,1,3,2,CM,Normal,Europe,55.0,45.5,53.333333333333336,64.66666666666667,65.4,78.5,0,Midfielder
28,203.2,92.1,63,65,300000.0,2000.0,Right,1,1,1,GK,Normal,Europe,31.5,14.0,18.666666666666668,34.833333333333336,13.6,46.25,2,Goalkeeper
21,175.26,62.1,72,79,4400000.0,1000.0,Right,1,4,3,LM,Lean,Europe,80.0,61.333333333333336,66.16666666666667,72.66666666666667,28.0,61.25,7,Midfielder
33,182.88,77.1,74,74,2300000.0,20000.0,Right,3,3,3,CB,Normal,Africa,65.0,51.666666666666664,56.833333333333336,62.166666666666664,72.8,74.5,0,Defender
31,152.4,72.1,67,67,725000.0,8000.0,Left,1,3,4,ST,Lean,Africa,76.5,66.5,60.0,71.0,41.0,60.75,0,Attacker
27,172.72,73.9,65,66,525000.0,3000.0,Left,1,3,2,LB,Lean,Africa,77.0,48.5,53.166666666666664,63.0,59.2,63.75,1,Defender
29,152.4,73.0,72,72,3000000.0,1000.0,Right,1,4,3,RM,Normal,Europe,78.0,67.83333333333333,68.0,70.33333333333333,53.8,67.75,0,Midfielder
22,187.96,81.2,80,87,18000000.0,85000.0,Right,2,3,2,CB,Lean,Europe,68.0,30.0,52.166666666666664,69.33333333333333,81.8,71.75,7,Defender
28,175.26,74.8,73,73,4000000.0,7000.0,Right,1,3,3,CM,Lean,Europe,74.0,68.16666666666667,69.66666666666667,75.0,64.2,74.25,0,Midfielder
27,165.1,64.9,74,75,6500000.0,9000.0,Right,1,3,3,CM,Normal,South America,72.5,70.16666666666667,68.83333333333333,76.5,63.8,74.25,1,Midfielder
27,182.88,79.8,73,74,4700000.0,15000.0,Left,1,2,3,ST,Stocky,South America,76.0,74.5,65.5,70.66666666666667,40.4,82.0,1,Attacker
25,170.18,62.1,74,75,7000000.0,44000.0,Left,1,4,4,RW,Normal,Europe,79.0,67.0,72.83333333333333,78.0,34.2,46.25,1,Attacker
22,175.26,69.9,65,72,650000.0,2000.0,Right,1,3,3,RB,Lean,Europe,72.0,52.0,66.5,62.5,58.8,50.75,7,Defender
29,190.5,93.0,63,64,290000.0,2000.0,Right,1,3,1,GK,Stocky,Oceania,57.5,17.0,23.0,41.666666666666664,15.8,52.0,1,Goalkeeper
19,154.94,69.9,61,75,525000.0,1000.0,Right,1,3,3,CM,Lean,Africa,75.0,51.333333333333336,53.333333333333336,62.166666666666664,53.2,60.5,14,Midfielder
31,154.94,78.9,70,70,1300000.0,9000.0,Left,2,2,2,LB,Stocky,Europe,72.5,57.5,59.333333333333336,62.666666666666664,70.8,74.75,0,Defender
